spot_strike_ratio,ttm,risk_free_rate,volatility,avg_type,monte_carlo_price,net_price
0.6006,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0039
1.4635,1.0000,0.1000,0.2000,ARITHMETIC,0.4907,0.4819
0.5009,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0018
1.1641,1.0000,0.1000,0.2000,ARITHMETIC,0.2086,0.1982
0.8659,1.0000,0.1000,0.2000,ARITHMETIC,0.0163,0.0289
0.6194,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0045
0.5433,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0025
1.3055,1.0000,0.1000,0.2000,ARITHMETIC,0.3402,0.3501
0.6700,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0067
1.3206,1.0000,0.1000,0.2000,ARITHMETIC,0.3546,0.3657
1.1312,1.0000,0.1000,0.2000,ARITHMETIC,0.1794,0.1668
1.4277,1.0000,0.1000,0.2000,ARITHMETIC,0.4566,0.4589
0.9320,1.0000,0.1000,0.2000,ARITHMETIC,0.0373,0.0466
0.5528,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0027
1.2376,1.0000,0.1000,0.2000,ARITHMETIC,0.2763,0.2763
0.5478,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0026
0.8869,1.0000,0.1000,0.2000,ARITHMETIC,0.0216,0.0337
0.9988,1.0000,0.1000,0.2000,ARITHMETIC,0.0738,0.0739
0.6795,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0072
1.3204,1.0000,0.1000,0.2000,ARITHMETIC,0.3544,0.3655
0.8314,1.0000,0.1000,0.2000,ARITHMETIC,0.0099,0.0225
0.5192,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0021
1.2590,1.0000,0.1000,0.2000,ARITHMETIC,0.2964,0.2999
0.6309,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0049
0.6375,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0052
0.8927,1.0000,0.1000,0.2000,ARITHMETIC,0.0233,0.0352
1.2174,1.0000,0.1000,0.2000,ARITHMETIC,0.2577,0.2542
0.5806,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0034
1.2111,1.0000,0.1000,0.2000,ARITHMETIC,0.2518,0.2474
0.9432,1.0000,0.1000,0.2000,ARITHMETIC,0.0421,0.0504
0.8699,1.0000,0.1000,0.2000,ARITHMETIC,0.0172,0.0298
0.7731,1.0000,0.1000,0.2000,ARITHMETIC,0.0034,0.0145
1.0875,1.0000,0.1000,0.2000,ARITHMETIC,0.1416,0.1299
1.3818,1.0000,0.1000,0.2000,ARITHMETIC,0.4128,0.4232
0.5221,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0021
0.7688,1.0000,0.1000,0.2000,ARITHMETIC,0.0032,0.0141
0.6168,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0044
0.8025,1.0000,0.1000,0.2000,ARITHMETIC,0.0061,0.0181
0.7357,1.0000,0.1000,0.2000,ARITHMETIC,0.0015,0.0110
1.4025,1.0000,0.1000,0.2000,ARITHMETIC,0.4325,0.4401
0.9964,1.0000,0.1000,0.2000,ARITHMETIC,0.0722,0.0727
0.9194,1.0000,0.1000,0.2000,ARITHMETIC,0.0321,0.0426
0.5510,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0027
0.9093,1.0000,0.1000,0.2000,ARITHMETIC,0.0285,0.0396
0.9668,1.0000,0.1000,0.2000,ARITHMETIC,0.0540,0.0594
1.1928,1.0000,0.1000,0.2000,ARITHMETIC,0.2349,0.2278
1.4233,1.0000,0.1000,0.2000,ARITHMETIC,0.4524,0.4557
0.5585,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0028
1.2414,1.0000,0.1000,0.2000,ARITHMETIC,0.2799,0.2805
0.8951,1.0000,0.1000,0.2000,ARITHMETIC,0.0240,0.0358
1.1218,1.0000,0.1000,0.2000,ARITHMETIC,0.1711,0.1583
0.9068,1.0000,0.1000,0.2000,ARITHMETIC,0.0277,0.0389
1.1139,1.0000,0.1000,0.2000,ARITHMETIC,0.1642,0.1515
1.1178,1.0000,0.1000,0.2000,ARITHMETIC,0.1676,0.1548
0.9150,1.0000,0.1000,0.2000,ARITHMETIC,0.0305,0.0413
0.6167,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0044
0.6573,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0060
1.3427,1.0000,0.1000,0.2000,ARITHMETIC,0.3755,0.3877
1.1064,1.0000,0.1000,0.2000,ARITHMETIC,0.1577,0.1451
0.8570,1.0000,0.1000,0.2000,ARITHMETIC,0.0145,0.0271
1.1184,1.0000,0.1000,0.2000,ARITHMETIC,0.1681,0.1554
0.5265,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0022
0.7446,1.0000,0.1000,0.2000,ARITHMETIC,0.0019,0.0117
1.2385,1.0000,0.1000,0.2000,ARITHMETIC,0.2772,0.2773
0.8104,1.0000,0.1000,0.2000,ARITHMETIC,0.0071,0.0192
1.4930,1.0000,0.1000,0.2000,ARITHMETIC,0.5189,0.4980
0.5242,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0022
0.8078,1.0000,0.1000,0.2000,ARITHMETIC,0.0067,0.0188
0.8287,1.0000,0.1000,0.2000,ARITHMETIC,0.0095,0.0220
0.5380,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0024
1.2062,1.0000,0.1000,0.2000,ARITHMETIC,0.2473,0.2421
1.0757,1.0000,0.1000,0.2000,ARITHMETIC,0.1318,0.1210
0.9842,1.0000,0.1000,0.2000,ARITHMETIC,0.0645,0.0670
0.7777,1.0000,0.1000,0.2000,ARITHMETIC,0.0037,0.0150
0.7741,1.0000,0.1000,0.2000,ARITHMETIC,0.0035,0.0146
0.8425,1.0000,0.1000,0.2000,ARITHMETIC,0.0117,0.0244
1.4132,1.0000,0.1000,0.2000,ARITHMETIC,0.4427,0.4483
0.6419,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0054
1.2285,1.0000,0.1000,0.2000,ARITHMETIC,0.2679,0.2663
0.7663,1.0000,0.1000,0.2000,ARITHMETIC,0.0030,0.0138
1.1885,1.0000,0.1000,0.2000,ARITHMETIC,0.2309,0.2232
0.9338,1.0000,0.1000,0.2000,ARITHMETIC,0.0380,0.0472
1.1866,1.0000,0.1000,0.2000,ARITHMETIC,0.2292,0.2213
0.9843,1.0000,0.1000,0.2000,ARITHMETIC,0.0646,0.0670
1.1181,1.0000,0.1000,0.2000,ARITHMETIC,0.1679,0.1551
1.3135,1.0000,0.1000,0.2000,ARITHMETIC,0.3478,0.3585
1.0488,1.0000,0.1000,0.2000,ARITHMETIC,0.1102,0.1024
0.6626,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0063
0.6435,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0054
0.6985,1.0000,0.1000,0.2000,ARITHMETIC,0.0004,0.0083
0.8284,1.0000,0.1000,0.2000,ARITHMETIC,0.0094,0.0220
1.2707,1.0000,0.1000,0.2000,ARITHMETIC,0.3074,0.3128
0.9230,1.0000,0.1000,0.2000,ARITHMETIC,0.0335,0.0437
0.5426,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0025
1.4520,1.0000,0.1000,0.2000,ARITHMETIC,0.4798,0.4750
1.4646,1.0000,0.1000,0.2000,ARITHMETIC,0.4918,0.4826
1.4328,1.0000,0.1000,0.2000,ARITHMETIC,0.4615,0.4624
1.3976,1.0000,0.1000,0.2000,ARITHMETIC,0.4279,0.4363
1.1610,1.0000,0.1000,0.2000,ARITHMETIC,0.2059,0.1951
1.3844,1.0000,0.1000,0.2000,ARITHMETIC,0.4153,0.4254
0.6786,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0071
1.3140,1.0000,0.1000,0.2000,ARITHMETIC,0.3483,0.3590
0.5451,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0026
0.9396,1.0000,0.1000,0.2000,ARITHMETIC,0.0405,0.0492
0.6152,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0044
1.4920,1.0000,0.1000,0.2000,ARITHMETIC,0.5179,0.4975
0.8964,1.0000,0.1000,0.2000,ARITHMETIC,0.0244,0.0361
1.4693,1.0000,0.1000,0.2000,ARITHMETIC,0.4963,0.4853
1.0166,1.0000,0.1000,0.2000,ARITHMETIC,0.0862,0.0832
1.0343,1.0000,0.1000,0.2000,ARITHMETIC,0.0991,0.0934
0.7774,1.0000,0.1000,0.2000,ARITHMETIC,0.0037,0.0150
0.5158,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0020
1.1199,1.0000,0.1000,0.2000,ARITHMETIC,0.1694,0.1567
0.6271,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0048
1.0568,1.0000,0.1000,0.2000,ARITHMETIC,0.1165,0.1077
1.0192,1.0000,0.1000,0.2000,ARITHMETIC,0.0880,0.0846
0.7425,1.0000,0.1000,0.2000,ARITHMETIC,0.0018,0.0115
1.2228,1.0000,0.1000,0.2000,ARITHMETIC,0.2627,0.2601
1.2294,1.0000,0.1000,0.2000,ARITHMETIC,0.2687,0.2673
0.5986,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0039
1.1177,1.0000,0.1000,0.2000,ARITHMETIC,0.1675,0.1548
0.6857,1.0000,0.1000,0.2000,ARITHMETIC,0.0002,0.0075
1.3658,1.0000,0.1000,0.2000,ARITHMETIC,0.3976,0.4092
0.6399,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0053
0.7329,1.0000,0.1000,0.2000,ARITHMETIC,0.0014,0.0107
0.5072,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0019
0.5908,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0036
1.2245,1.0000,0.1000,0.2000,ARITHMETIC,0.2642,0.2619
0.7591,1.0000,0.1000,0.2000,ARITHMETIC,0.0026,0.0131
1.4598,1.0000,0.1000,0.2000,ARITHMETIC,0.4872,0.4797
1.0335,1.0000,0.1000,0.2000,ARITHMETIC,0.0985,0.0929
0.7241,1.0000,0.1000,0.2000,ARITHMETIC,0.0011,0.0100
0.8842,1.0000,0.1000,0.2000,ARITHMETIC,0.0208,0.0331
1.1439,1.0000,0.1000,0.2000,ARITHMETIC,0.1906,0.1786
0.7159,1.0000,0.1000,0.2000,ARITHMETIC,0.0008,0.0094
1.4604,1.0000,0.1000,0.2000,ARITHMETIC,0.4878,0.4801
1.0302,1.0000,0.1000,0.2000,ARITHMETIC,0.0961,0.0909
0.6259,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0048
1.2475,1.0000,0.1000,0.2000,ARITHMETIC,0.2857,0.2873
0.9008,1.0000,0.1000,0.2000,ARITHMETIC,0.0258,0.0373
0.6720,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0068
0.6562,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0060
1.3621,1.0000,0.1000,0.2000,ARITHMETIC,0.3940,0.4059
0.6376,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0052
1.4948,1.0000,0.1000,0.2000,ARITHMETIC,0.5206,0.4989
1.1560,1.0000,0.1000,0.2000,ARITHMETIC,0.2014,0.1902
1.4688,1.0000,0.1000,0.2000,ARITHMETIC,0.4958,0.4850
1.0986,1.0000,0.1000,0.2000,ARITHMETIC,0.1510,0.1387
1.0698,1.0000,0.1000,0.2000,ARITHMETIC,0.1270,0.1167
0.5703,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0031
0.6805,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0072
1.4893,1.0000,0.1000,0.2000,ARITHMETIC,0.5153,0.4961
1.2498,1.0000,0.1000,0.2000,ARITHMETIC,0.2878,0.2898
0.5971,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0038
1.2442,1.0000,0.1000,0.2000,ARITHMETIC,0.2825,0.2836
0.5291,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0023
1.3962,1.0000,0.1000,0.2000,ARITHMETIC,0.4265,0.4351
1.1317,1.0000,0.1000,0.2000,ARITHMETIC,0.1798,0.1672
0.7537,1.0000,0.1000,0.2000,ARITHMETIC,0.0023,0.0126
1.2384,1.0000,0.1000,0.2000,ARITHMETIC,0.2771,0.2772
0.5113,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0020
1.1231,1.0000,0.1000,0.2000,ARITHMETIC,0.1722,0.1595
1.4380,1.0000,0.1000,0.2000,ARITHMETIC,0.4664,0.4659
0.7468,1.0000,0.1000,0.2000,ARITHMETIC,0.0020,0.0119
1.3666,1.0000,0.1000,0.2000,ARITHMETIC,0.3983,0.4099
0.9812,1.0000,0.1000,0.2000,ARITHMETIC,0.0626,0.0656
1.4706,1.0000,0.1000,0.2000,ARITHMETIC,0.4975,0.4860
1.3936,1.0000,0.1000,0.2000,ARITHMETIC,0.4240,0.4330
0.6276,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0048
0.8717,1.0000,0.1000,0.2000,ARITHMETIC,0.0176,0.0302
0.9676,1.0000,0.1000,0.2000,ARITHMETIC,0.0544,0.0598
0.8439,1.0000,0.1000,0.2000,ARITHMETIC,0.0119,0.0246
1.1184,1.0000,0.1000,0.2000,ARITHMETIC,0.1681,0.1554
1.3044,1.0000,0.1000,0.2000,ARITHMETIC,0.3392,0.3490
1.3120,1.0000,0.1000,0.2000,ARITHMETIC,0.3464,0.3569
1.3677,1.0000,0.1000,0.2000,ARITHMETIC,0.3994,0.4109
1.4436,1.0000,0.1000,0.2000,ARITHMETIC,0.4717,0.4696
1.2288,1.0000,0.1000,0.2000,ARITHMETIC,0.2683,0.2667
1.1615,1.0000,0.1000,0.2000,ARITHMETIC,0.2063,0.1956
0.5642,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0030
1.4105,1.0000,0.1000,0.2000,ARITHMETIC,0.4402,0.4463
1.3164,1.0000,0.1000,0.2000,ARITHMETIC,0.3506,0.3614
1.1737,1.0000,0.1000,0.2000,ARITHMETIC,0.2174,0.2079
0.9132,1.0000,0.1000,0.2000,ARITHMETIC,0.0298,0.0408
1.0464,1.0000,0.1000,0.2000,ARITHMETIC,0.1083,0.1009
0.6754,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0069
0.5531,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0027
1.4265,1.0000,0.1000,0.2000,ARITHMETIC,0.4554,0.4580
1.3310,1.0000,0.1000,0.2000,ARITHMETIC,0.3645,0.3762
0.8751,1.0000,0.1000,0.2000,ARITHMETIC,0.0185,0.0310
1.0638,1.0000,0.1000,0.2000,ARITHMETIC,0.1222,0.1125
0.5884,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0036
1.1607,1.0000,0.1000,0.2000,ARITHMETIC,0.2056,0.1948
0.8067,1.0000,0.1000,0.2000,ARITHMETIC,0.0066,0.0187
1.2981,1.0000,0.1000,0.2000,ARITHMETIC,0.3332,0.3423
1.1656,1.0000,0.1000,0.2000,ARITHMETIC,0.2100,0.1997
1.4693,1.0000,0.1000,0.2000,ARITHMETIC,0.4963,0.4853
0.6909,1.0000,0.1000,0.2000,ARITHMETIC,0.0003,0.0078
1.2735,1.0000,0.1000,0.2000,ARITHMETIC,0.3100,0.3158
0.8662,1.0000,0.1000,0.2000,ARITHMETIC,0.0164,0.0290
0.5667,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0030
1.0004,1.0000,0.1000,0.2000,ARITHMETIC,0.0749,0.0747
1.4975,1.0000,0.1000,0.2000,ARITHMETIC,0.5231,0.5002
0.9663,1.0000,0.1000,0.2000,ARITHMETIC,0.0537,0.0592
0.7419,1.0000,0.1000,0.2000,ARITHMETIC,0.0018,0.0115
0.6363,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0052
0.9389,1.0000,0.1000,0.2000,ARITHMETIC,0.0402,0.0489
0.9527,1.0000,0.1000,0.2000,ARITHMETIC,0.0465,0.0539
1.2279,1.0000,0.1000,0.2000,ARITHMETIC,0.2674,0.2657
0.9635,1.0000,0.1000,0.2000,ARITHMETIC,0.0521,0.0581
1.3602,1.0000,0.1000,0.2000,ARITHMETIC,0.3922,0.4041
1.0356,1.0000,0.1000,0.2000,ARITHMETIC,0.1001,0.0941
1.0937,1.0000,0.1000,0.2000,ARITHMETIC,0.1469,0.1348
0.6694,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0066
1.0617,1.0000,0.1000,0.2000,ARITHMETIC,0.1205,0.1110
0.6825,1.0000,0.1000,0.2000,ARITHMETIC,0.0002,0.0073
0.5146,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0020
1.0695,1.0000,0.1000,0.2000,ARITHMETIC,0.1268,0.1165
0.8184,1.0000,0.1000,0.2000,ARITHMETIC,0.0081,0.0204
1.4680,1.0000,0.1000,0.2000,ARITHMETIC,0.4950,0.4846
1.4893,1.0000,0.1000,0.2000,ARITHMETIC,0.5153,0.4961
0.7767,1.0000,0.1000,0.2000,ARITHMETIC,0.0037,0.0149
0.9904,1.0000,0.1000,0.2000,ARITHMETIC,0.0684,0.0698
1.4148,1.0000,0.1000,0.2000,ARITHMETIC,0.4443,0.4495
1.3626,1.0000,0.1000,0.2000,ARITHMETIC,0.3945,0.4063
1.1076,1.0000,0.1000,0.2000,ARITHMETIC,0.1588,0.1461
1.1784,1.0000,0.1000,0.2000,ARITHMETIC,0.2216,0.2127
1.4987,1.0000,0.1000,0.2000,ARITHMETIC,0.5243,0.5008
1.0932,1.0000,0.1000,0.2000,ARITHMETIC,0.1464,0.1344
0.6971,1.0000,0.1000,0.2000,ARITHMETIC,0.0004,0.0082
1.3449,1.0000,0.1000,0.2000,ARITHMETIC,0.3776,0.3898
1.1892,1.0000,0.1000,0.2000,ARITHMETIC,0.2316,0.2240
1.3119,1.0000,0.1000,0.2000,ARITHMETIC,0.3463,0.3568
1.2155,1.0000,0.1000,0.2000,ARITHMETIC,0.2558,0.2521
1.2340,1.0000,0.1000,0.2000,ARITHMETIC,0.2731,0.2724
1.1215,1.0000,0.1000,0.2000,ARITHMETIC,0.1708,0.1581
1.0545,1.0000,0.1000,0.2000,ARITHMETIC,0.1147,0.1062
0.9463,1.0000,0.1000,0.2000,ARITHMETIC,0.0435,0.0515
0.9391,1.0000,0.1000,0.2000,ARITHMETIC,0.0403,0.0490
1.3558,1.0000,0.1000,0.2000,ARITHMETIC,0.3880,0.4001
1.1656,1.0000,0.1000,0.2000,ARITHMETIC,0.2100,0.1997
0.5347,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0024
0.9194,1.0000,0.1000,0.2000,ARITHMETIC,0.0321,0.0426
1.3924,1.0000,0.1000,0.2000,ARITHMETIC,0.4230,0.4321
1.2647,1.0000,0.1000,0.2000,ARITHMETIC,0.3017,0.3062
0.7981,1.0000,0.1000,0.2000,ARITHMETIC,0.0057,0.0175
0.5721,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0032
0.6381,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0052
0.7078,1.0000,0.1000,0.2000,ARITHMETIC,0.0006,0.0089
0.7620,1.0000,0.1000,0.2000,ARITHMETIC,0.0028,0.0134
1.0108,1.0000,0.1000,0.2000,ARITHMETIC,0.0820,0.0801
1.4642,1.0000,0.1000,0.2000,ARITHMETIC,0.4914,0.4824
1.0932,1.0000,0.1000,0.2000,ARITHMETIC,0.1464,0.1344
0.6295,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0049
1.3610,1.0000,0.1000,0.2000,ARITHMETIC,0.3930,0.4049
0.8799,1.0000,0.1000,0.2000,ARITHMETIC,0.0197,0.0321
0.5988,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0039
1.2128,1.0000,0.1000,0.2000,ARITHMETIC,0.2533,0.2492
1.3475,1.0000,0.1000,0.2000,ARITHMETIC,0.3801,0.3923
0.6483,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0056
1.1719,1.0000,0.1000,0.2000,ARITHMETIC,0.2157,0.2061
1.4331,1.0000,0.1000,0.2000,ARITHMETIC,0.4618,0.4626
1.4812,1.0000,0.1000,0.2000,ARITHMETIC,0.5076,0.4919
0.5658,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0030
0.8287,1.0000,0.1000,0.2000,ARITHMETIC,0.0095,0.0220
0.7054,1.0000,0.1000,0.2000,ARITHMETIC,0.0005,0.0087
1.0785,1.0000,0.1000,0.2000,ARITHMETIC,0.1341,0.1231
1.1723,1.0000,0.1000,0.2000,ARITHMETIC,0.2161,0.2065
1.0279,1.0000,0.1000,0.2000,ARITHMETIC,0.0944,0.0896
0.5543,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0028
1.0438,1.0000,0.1000,0.2000,ARITHMETIC,0.1063,0.0992
0.5759,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0032
0.5461,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0026
0.9976,1.0000,0.1000,0.2000,ARITHMETIC,0.0730,0.0733
1.1736,1.0000,0.1000,0.2000,ARITHMETIC,0.2172,0.2078
1.2253,1.0000,0.1000,0.2000,ARITHMETIC,0.2649,0.2628
1.4578,1.0000,0.1000,0.2000,ARITHMETIC,0.4853,0.4785
0.9859,1.0000,0.1000,0.2000,ARITHMETIC,0.0655,0.0677
0.8729,1.0000,0.1000,0.2000,ARITHMETIC,0.0179,0.0305
1.1452,1.0000,0.1000,0.2000,ARITHMETIC,0.1917,0.1798
1.0615,1.0000,0.1000,0.2000,ARITHMETIC,0.1203,0.1109
1.4759,1.0000,0.1000,0.2000,ARITHMETIC,0.5025,0.4890
1.3688,1.0000,0.1000,0.2000,ARITHMETIC,0.4005,0.4119
0.7412,1.0000,0.1000,0.2000,ARITHMETIC,0.0018,0.0114
0.9752,1.0000,0.1000,0.2000,ARITHMETIC,0.0589,0.0630
0.6853,1.0000,0.1000,0.2000,ARITHMETIC,0.0002,0.0075
1.3627,1.0000,0.1000,0.2000,ARITHMETIC,0.3946,0.4064
1.4434,1.0000,0.1000,0.2000,ARITHMETIC,0.4715,0.4695
1.4639,1.0000,0.1000,0.2000,ARITHMETIC,0.4911,0.4822
1.0927,1.0000,0.1000,0.2000,ARITHMETIC,0.1460,0.1340
0.8655,1.0000,0.1000,0.2000,ARITHMETIC,0.0162,0.0289
0.6508,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0058
1.4756,1.0000,0.1000,0.2000,ARITHMETIC,0.5022,0.4888
0.8656,1.0000,0.1000,0.2000,ARITHMETIC,0.0162,0.0289
1.4353,1.0000,0.1000,0.2000,ARITHMETIC,0.4638,0.4641
1.4948,1.0000,0.1000,0.2000,ARITHMETIC,0.5206,0.4989
0.5381,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0024
0.6059,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0041
1.3935,1.0000,0.1000,0.2000,ARITHMETIC,0.4240,0.4329
1.4359,1.0000,0.1000,0.2000,ARITHMETIC,0.4645,0.4645
0.7021,1.0000,0.1000,0.2000,ARITHMETIC,0.0005,0.0085
1.1505,1.0000,0.1000,0.2000,ARITHMETIC,0.1965,0.1849
1.3984,1.0000,0.1000,0.2000,ARITHMETIC,0.4286,0.4369
1.3570,1.0000,0.1000,0.2000,ARITHMETIC,0.3892,0.4012
1.4855,1.0000,0.1000,0.2000,ARITHMETIC,0.5117,0.4941
1.1863,1.0000,0.1000,0.2000,ARITHMETIC,0.2289,0.2209
0.5519,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0027
1.4536,1.0000,0.1000,0.2000,ARITHMETIC,0.4813,0.4760
1.4488,1.0000,0.1000,0.2000,ARITHMETIC,0.4767,0.4730
0.6479,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0056
1.0393,1.0000,0.1000,0.2000,ARITHMETIC,0.1028,0.0964
1.4822,1.0000,0.1000,0.2000,ARITHMETIC,0.5086,0.4924
1.2737,1.0000,0.1000,0.2000,ARITHMETIC,0.3103,0.3160
0.5865,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0035
0.5251,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0022
0.5726,1.0000,0.1000,0.2000,ARITHMETIC,0.0000,0.0032
0.8812,1.0000,0.1000,0.2000,ARITHMETIC,0.0200,0.0324
0.6809,1.0000,0.1000,0.2000,ARITHMETIC,0.0001,0.0072
0.8133,1.0000,0.1000,0.2000,ARITHMETIC,0.0074,0.0196
1.2100,1.0000,0.1000,0.2000,ARITHMETIC,0.2508,0.2462
1.2881,1.0000,0.1000,0.2000,ARITHMETIC,0.3238,0.3316
1.0781,1.0000,0.1000,0.2000,ARITHMETIC,0.1338,0.1228
