spot_strike_ratio,ttm,risk_free_rate,volatility,avg_type,price_strike_ratio,left_ci,right_ci
1.5325,0.5639,0.0219,0.1136,GEOMETRIC,0.5349,0.5342,0.5355
0.6198,1.3542,0.1294,0.0983,GEOMETRIC,0.0000,0.0000,0.0000
1.9777,0.6703,0.0995,0.1251,GEOMETRIC,0.9764,0.9752,0.9776
0.5672,0.6066,0.0036,0.1764,GEOMETRIC,0.0000,0.0000,0.0000
1.8081,1.1643,0.1990,0.3091,GEOMETRIC,0.8088,0.7981,0.8195
1.2941,1.2381,0.1859,0.2217,GEOMETRIC,0.3563,0.3516,0.3610
1.7128,0.7203,0.0861,0.2316,GEOMETRIC,0.7176,0.7138,0.7215
0.6238,1.3087,0.0549,0.4520,GEOMETRIC,0.0117,0.0040,0.0195
1.5100,1.0147,0.0930,0.0550,GEOMETRIC,0.5302,0.5299,0.5305
1.8980,0.8751,0.0984,0.5135,ARITHMETIC,0.9240,0.8912,0.9569
1.8311,0.5525,0.0600,0.4557,GEOMETRIC,0.8241,0.8117,0.8364
1.4497,1.0108,0.1621,0.1253,ARITHMETIC,0.4894,0.4878,0.4911
0.8826,1.2219,0.0658,0.4102,GEOMETRIC,0.0641,0.0455,0.0828
1.1579,0.9749,0.1397,0.5056,GEOMETRIC,0.2431,0.2157,0.2705
0.7714,0.6273,0.0683,0.4904,ARITHMETIC,0.0234,0.0126,0.0342
1.9697,0.9391,0.1980,0.4924,ARITHMETIC,0.9891,0.9569,1.0213
0.7679,0.5840,0.0524,0.3798,GEOMETRIC,0.0075,0.0029,0.0121
1.2490,1.2757,0.1139,0.5026,ARITHMETIC,0.3548,0.3155,0.3941
0.9002,0.8406,0.0433,0.2241,ARITHMETIC,0.0195,0.0127,0.0263
1.6950,0.9312,0.1889,0.2793,GEOMETRIC,0.7083,0.7016,0.7151
0.8018,1.2436,0.0177,0.2361,GEOMETRIC,0.0084,0.0037,0.0131
0.8251,1.0618,0.1403,0.2746,ARITHMETIC,0.0254,0.0165,0.0344
0.5187,0.7159,0.0179,0.5353,ARITHMETIC,0.0018,0.0000,0.0041
0.9847,0.9827,0.1049,0.3345,ARITHMETIC,0.0960,0.0793,0.1128
0.6366,0.5362,0.1320,0.2728,GEOMETRIC,0.0000,0.0000,0.0000
1.7858,1.2541,0.0694,0.5488,GEOMETRIC,0.7785,0.7332,0.8238
1.3492,0.9773,0.0387,0.3791,ARITHMETIC,0.3815,0.3625,0.4006
1.0998,0.5417,0.0404,0.0570,ARITHMETIC,0.1096,0.1095,0.1098
0.8263,1.4107,0.1931,0.5287,ARITHMETIC,0.1104,0.0793,0.1415
1.7874,1.2155,0.0534,0.3480,ARITHMETIC,0.8068,0.7873,0.8263
1.7217,0.9008,0.0234,0.3440,GEOMETRIC,0.7164,0.7053,0.7275
1.1658,0.5262,0.1079,0.5194,GEOMETRIC,0.2136,0.1947,0.2326
1.7934,1.1656,0.1680,0.1900,GEOMETRIC,0.8008,0.7967,0.8049
1.3309,1.1754,0.1493,0.1103,ARITHMETIC,0.3825,0.3812,0.3838
1.3585,0.9424,0.0581,0.0830,ARITHMETIC,0.3757,0.3750,0.3763
1.9743,0.5873,0.1924,0.2572,ARITHMETIC,0.9774,0.9719,0.9829
0.9027,0.9388,0.0645,0.4679,ARITHMETIC,0.0788,0.0567,0.1009
1.0502,1.3630,0.1361,0.0809,GEOMETRIC,0.1263,0.1256,0.1270
1.5001,0.5829,0.1507,0.1932,GEOMETRIC,0.5182,0.5164,0.5201
0.5572,1.3097,0.1701,0.0973,ARITHMETIC,0.0000,0.0000,0.0000
1.2645,1.0788,0.0742,0.4597,GEOMETRIC,0.3126,0.2858,0.3395
0.7506,0.5571,0.0163,0.4802,ARITHMETIC,0.0139,0.0062,0.0217
0.9982,1.3086,0.0990,0.4638,ARITHMETIC,0.1582,0.1263,0.1900
1.5568,0.9774,0.0103,0.2446,ARITHMETIC,0.5636,0.5568,0.5703
1.6515,0.8473,0.1983,0.3653,ARITHMETIC,0.6839,0.6707,0.6972
1.9083,1.3142,0.0266,0.2823,ARITHMETIC,0.9197,0.9050,0.9345
1.5147,1.3391,0.1920,0.4835,GEOMETRIC,0.5521,0.5214,0.5828
1.9366,1.1835,0.0174,0.3726,ARITHMETIC,0.9534,0.9297,0.9772
0.8015,1.2830,0.0927,0.2255,GEOMETRIC,0.0118,0.0064,0.0173
0.8583,0.5908,0.0093,0.2131,GEOMETRIC,0.0038,0.0014,0.0062
1.8405,1.1127,0.0847,0.2945,ARITHMETIC,0.8551,0.8423,0.8680
0.8558,0.9902,0.0315,0.2859,ARITHMETIC,0.0232,0.0143,0.0322
1.4416,0.6824,0.0020,0.5432,ARITHMETIC,0.4711,0.4430,0.4993
0.5067,0.5639,0.1936,0.2244,GEOMETRIC,0.0000,0.0000,0.0000
1.3558,0.9500,0.1324,0.1891,GEOMETRIC,0.3894,0.3868,0.3920
1.2538,1.2326,0.0577,0.2007,GEOMETRIC,0.2785,0.2731,0.2839
0.6111,0.8879,0.0386,0.4512,ARITHMETIC,0.0061,0.0011,0.0111
0.5742,1.2523,0.0175,0.1455,ARITHMETIC,0.0000,0.0000,0.0000
0.5371,0.5833,0.1600,0.3818,ARITHMETIC,0.0000,0.0000,0.0000
0.8540,1.0483,0.0344,0.2130,GEOMETRIC,0.0109,0.0059,0.0159
1.0408,0.7663,0.1085,0.4210,ARITHMETIC,0.1366,0.1167,0.1565
0.8535,0.6192,0.1347,0.2097,ARITHMETIC,0.0075,0.0040,0.0111
0.6843,0.8108,0.0626,0.4159,GEOMETRIC,0.0067,0.0019,0.0114
0.8612,0.9898,0.0817,0.3653,GEOMETRIC,0.0399,0.0270,0.0527
1.9877,1.4738,0.0506,0.4426,GEOMETRIC,0.9659,0.9303,1.0016
0.6012,1.4371,0.1938,0.0575,GEOMETRIC,0.0000,0.0000,0.0000
